Genes;ProteinAccessions;ProteinDescriptions;log2 daf2_d1_01;log2 daf2_d1_02;log2 daf2_d1_03;log2 daf2_d1_04;log2 N2_d1_01;log2 N2_d1_02;log2 N2_d1_03;log2 N2_d1_04; -Log.p.value;Student's T-test q-value daf2_d1_N2_d1;log2FC;Student's T-test Test statistic daf2_d1_N2_d1;Sign p-val: 0.05 
vha-8;Q95X44;Vacuolar H ATPase;19,7084;20,4881;20,6125;19,826;19,5774;19,7853;20,2047;19,7281;0,595819;0,188019;0,334877;1,2625;
rpoa-49;Q95X83;RNA POlymerase I (A) subunit;13,3156;13,07;13,5134;13,265;13,905;13,6321;13,3509;14,4128;1,14868;0,048764;-0,534162;-2,19067;+
exos-2;Q95XD0;EXOSome (Multiexonuclease complex) component;13,7129;13,7613;13,6574;14,0974;14,6404;14,0715;14,2163;14,1733;1,58027;0,0187555;-0,468155;-2,93003;+
blos-2;Q95XD3;Biogenesis of lysosome-related organelles complex 1 subunit 2;14,6493;14,9853;14,5934;14,661;14,2158;14,0936;14,236;14,3335;2,58556;0,00250809;0,502482;4,94274;+
lsm-8;Q95XD4;LSM Sm-like protein;16,6452;16,1987;16,4138;16,2439;15,7242;15,9933;15,9282;15,6765;2,28697;0,00416915;0,54486;4,28723;+
CELE_Y69A2AR,3;Q95XG6;Uncharacterized protein;17,4867;17,5012;17,4302;17,3673;16,958;17,2539;17,2355;17,3152;1,62348;0,0171953;0,255708;3,00684;+
daao-1;Q95XG9;D-amino-acid oxidase;13,7366;13,3363;13,6517;13,9405;12,5741;14,2345;13,3596;13,2871;0,360515;0,347356;0,302475;0,834422;
CELE_Y69A2AR,28;Q95XH0;Uncharacterized protein;16,9125;16,716;16,7665;16,2829;16,1105;16,0855;15,8893;16,02;2,36872;0,00356954;0,643175;4,46102;+
CELE_Y69A2AR,18;Q95XJ0;Uncharacterized protein;20,1276;19,8697;19,5776;19,6748;19,2954;19,98;19,8582;19,6401;0,251562;0,469953;0,118983;0,616323;
CELE_Y69A2AR,21;Q95XJ1;Uncharacterized protein;14,8269;14,8973;14,7601;14,9963;13,2064;13,8118;13,8702;13,3434;3,55341;0,000627599;1,31223;7,55253;+
CELE_Y71G12B,6;Q95XM5;Uncharacterized protein;14,7928;14,7578;14,7699;15,0135;15,3442;15,1011;15,0698;15,1529;2,08155;0,0063655;-0,333503;-3,8677;+
ddx-27;Q95XM9;DEAD boX helicase homolog;14,0992;14,091;13,7494;14,1341;15,1853;15,5973;15,1429;15,1281;3,88395;0,00051;-1,24499;-8,66112;+
CELE_Y71G12B,10;Q95XN1;Uncharacterized protein;15,3889;15,1875;15,3026;15,0269;15,1207;14,9316;14,9162;15,2733;0,698344;0,145779;0,166038;1,43869;
mppa-1;Q95XN2;Mitochondrial Processing Peptidase Alpha;13,6242;13,5246;13,5744;13,648;14,3484;13,906;14,246;14,4939;2,66369;0,00221822;-0,65581;-5,12422;+
lsm-6;Q95XN6;LSM Sm-like protein;16,9261;16,8974;17,2591;16,9397;16,6762;17,0754;16,7806;16,9433;0,513185;0,23306;0,136672;1,11686;
mca-3;Q95XP6;Calcium-transporting ATPase;16,9731;16,9739;17,1552;16,9281;16,6705;16,5785;16,8017;16,9605;1,40498;0,0270165;0,254797;2,62434;+
zwl-1;Q95XP9;Protein zwilch homolog;13,9843;12,9745;13,3741;13,4813;13,3282;13,2552;13,4624;13,047;0,343116;0,364582;0,180327;0,800726;
mcm-4;Q95XQ8;DNA replication licensing factor mcm-4;15,4916;15,1473;15,221;14,9499;14,4179;14,3666;14,6639;14,7615;2,34945;0,00359902;0,64998;4,41967;+
eif-2gamma;Q95XR0;Eukaryotic Initiation Factor;16,1105;16,1757;16,1056;16,2821;16,6888;17,2739;17,1148;16,9136;3,10117;0,00144681;-0,829313;-6,22832;+
tbca-1;Q95XR1;Tubulin-specific chaperone A;17,1947;16,6758;17,2952;16,6868;16,8465;16,2855;16,545;16,4869;1,09514;0,0545793;0,422175;2,10136;
nsun-4;Q95XR2;Nop2 (NOP2)/SUN domain family member;13,1939;12,389;12,2939;13,2302;13,8488;13,0443;13,4288;13,3005;1,0795;0,0563944;-0,628842;-2,07532;
trap-3;Q95XS1;TRanslocon-Associated Protein;17,2516;17,1316;17,0582;16,8229;16,8684;16,3851;16,8189;16,9088;1,10582;0,0532582;0,320777;2,11914;
CELE_Y38F2AR,9;Q95XS2;Protein transport protein Sec61 subunit beta;17,9165;17,7428;17,7812;17,7253;18,3869;18,282;18,6572;18,7178;3,14265;0,00114365;-0,719505;-6,34146;+
trap-1;Q95XT5;TRanslocon-Associated Protein;18,5837;18,4797;18,5618;18,4244;18,4212;18,5266;18,9463;18,4675;0,252617;0,468681;-0,0779972;-0,618526;
wwp-1;Q95XU3;E3 ubiquitin-protein ligase;13,4291;13,6607;13,7877;13,8962;13,903;13,3798;13,5707;14,0843;0,0785526;0,778162;-0,0410204;-0,218153;
sut-2;Q95XU6;Zinc finger CCCH domain-containing protein 14;14,3148;13,7721;13,8713;13,4403;13,3364;13,2461;13,6484;14,4552;0,216331;0,518619;0,178118;0,541495;
ubc-13;Q95XX0;Ubiquitin-conjugating enzyme E2 13;15,5986;15,6973;15,548;15,4167;16,3919;16,1079;16,4389;16,2283;3,5603;0,000573614;-0,72656;-7,57432;+
nprt-1;Q95XX1;Nicotinate phosphoribosyltransferase;14,4785;14,2455;14,1583;14,0948;14,4344;13,8922;14,4213;14,6876;0,249733;0,472181;-0,114595;-0,612498;
clec-85;Q95XX2;C-type LECtin;16,0964;15,5304;15,8036;15,7406;15,0829;15,7767;15,1437;14,8615;1,34561;0,0309188;0,576557;2,5227;+
clec-80;Q95XX5;C-type LECtin;13,6576;12,5465;13,5432;12,8378;12,5866;12,5999;12,4481;12,1043;1,28778;0,0352709;0,71153;2,42447;+
vbh-1;Q95XY1;Vasa-and Belle-like Helicase;16,4335;15,9539;16,3624;15,9471;17,1426;17,1139;17,1507;17,2668;3,50621;0,000594982;-0,994297;-7,40447;+
nol-6;Q95XY4;Nucleolar protein 6;14,9377;12,422;12,2211;13,82;13,8423;13,8054;13,5407;14,0652;0,300478;0,410166;-0,46321;-0,716451;
cogc-4;Q95XZ0;Conserved oligomeric Golgi complex subunit 4;13,9449;12,1778;11,7207;15,7722;11,6786;11,7536;11,7966;12,2222;0,826275;0,105984;1,54117;1,65413;
rps-28;Q95Y04;40S ribosomal protein S28;21,2649;21,4054;21,3959;21,3414;20,9115;20,9792;21,0154;21,242;2,15152;0,00572532;0,31486;4,00796;+
CELE_Y41D4B,11;Q95Y11;Uncharacterized protein;12,9686;12,4928;12,5056;12,1434;12,8074;12,9293;12,5635;13,1995;0,804068;0,112161;-0,347315;-1,61697;
npp-8;Q95Y13;Nuclear Pore complex Protein;14,5218;13,3803;14,2554;13,3658;13,7483;13,4856;13,5126;14,4697;0,0730901;0,791882;0,0767703;0,203991;
npp-8;Q95Y15;Nuclear Pore complex Protein;14,7382;14,4248;14,9258;14,454;14,9359;14,7415;14,592;14,5384;0,172165;0,584945;-0,0662396;-0,443833;
hpo-6;Q95Y17;Uncharacterized protein;15,0214;15,4688;15,3312;15,3956;15,2322;14,7308;14,8555;16,0618;0,0975607;0,734806;0,0841653;0,266465;
CELE_Y41D4A,4;"Q95Y24;U4PBU4;U4PC73;U4PRX8";Transmembrane 9 superfamily member;14,4756;14,6389;15,3433;15,0293;14,2999;14,5076;14,0998;14,393;1,3669;0,0293223;0,54669;2,55905;+
CELE_Y41D4A,5;Q95Y26;Protein-tyrosine-phosphatase;14,4173;14,0454;14,1737;13,7696;15,3918;14,1657;14,8291;14,8588;1,32688;0,032293;-0,709835;-2,4908;+
CELE_Y34B4A,5;Q95Y27;Uncharacterized protein;10,9577;10,5062;11,3106;10,7545;12,3675;12,3118;12,5787;12,691;3,79909;0,00046789;-1,60502;-8,36402;+
CELE_Y34B4A,9;Q95Y28;Uncharacterized protein;17,0191;16,8952;16,9523;16,9373;17,2159;17,7781;17,3568;17,3514;2,05117;0,00687009;-0,47458;-3,80759;+
CELE_Y34B4A,6;Q95Y29;Uncharacterized protein;15,9789;15,8394;15,6713;15,6353;16,4984;16,2472;16,342;16,807;2,49564;0,00287263;-0,69243;-4,73917;+
dnj-30;Q95Y44;DNaJ domain (Prokaryotic heat shock protein);14,7876;14,4772;14,3332;14,9374;14,3144;14,2075;14,2754;14,4388;1,16088;0,0478061;0,324862;2,21105;+
smr-1;Q95Y51;SMN (Survival of Motor Neuron protein) Related;13,6271;13,7091;15,9627;13,7909;13,9851;14,1559;13,932;14,2521;0,125858;0,673971;0,191198;0,335854;
pes-4;Q95Y67;Patterned Expression Site;14,0796;13,5056;13,8525;13,3626;12,5653;13,4476;13,3497;12,1515;1,23199;0,0404673;0,821534;2,33032;+
CELE_Y119D3B,21;Q95Y68;Uncharacterized protein;13,7227;14,3846;13,9945;13,6387;14,3533;13,2785;13,5501;14,2201;0,100514;0,728489;0,0846074;0,273843;
orc-3;Q95Y69;ORC (Origin Recognition Complex) subunit;13,4644;13,0026;13,6883;13,0344;10,0144;9,92339;9,90983;9,9507;5,96742;0;3,34784;19,7955;+
mrpl-45;Q95Y71;Probable 39S ribosomal protein L45, mitochondrial;15,1192;14,8672;14,6118;14,6243;15,8705;15,9224;16,2823;16,1048;3,73425;0,000444444;-1,23936;-8,14294;+
dss-1;Q95Y72;Probable 26S proteasome complex subunit dss-1;19,4262;18,2961;18,4837;18,3041;15,5289;14,8041;15,2444;15,895;4,02859;0,000269663;3,25942;9,18886;+
CELE_Y119D3B,13;Q95Y74;Uncharacterized protein;11,5339;11,3581;11,6746;11,5577;11,3499;11,8944;11,8992;12,9632;0,699501;0,145285;-0,495601;-1,44066;
zig-9;Q95Y79;2 (Zwei) IG domain protein;16,1831;15,4627;16,1296;15,9573;15,5511;15,8677;15,5015;15,3086;0,956754;0,0758019;0,375945;1,87136;
bet-1;Q95Y80;Bromodomain-containing protein bet-1;13,1957;13,05;13,6117;13,4217;13,1705;12,4432;12,3532;12,8996;1,40961;0,0268059;0,60318;2,63231;+
mrpl-19;Q95Y83;Probable 39S ribosomal protein L19, mitochondrial;12,9809;13,1803;12,7946;12,481;14,6643;13,9013;13,6898;14,7749;2,397;0,00321084;-1,39838;-4,52208;+
hcp-6;"Q95Y84;Q9N583";HoloCentric chromosome binding Protein;12,4752;12,3761;12,3623;12,7803;10,2623;11,7618;11,1859;10,3591;2,31622;0,00399043;1,60621;4,34895;+
CELE_R13A5,10;Q95Y87;Uncharacterized protein;15,8738;15,435;15,5546;15,2419;14,9586;15,197;14,7592;14,5935;1,88932;0,00969231;0,649223;3,49513;+
lpd-7;Q95Y89;Pescadillo homolog;13,9337;13,0814;13,5794;13,9533;13,9985;15,2786;15,1649;14,8248;1,80232;0,0113778;-1,17976;-3,33216;+
rpl-9;Q95Y90;60S ribosomal protein L9;19,8916;19,8882;19,9902;20,0711;19,9705;20,8788;20,6412;20,1139;1,04054;0,0619678;-0,440832;-2,01053;
ttr-32;Q95Y92;TransThyretin-Related family domain;14,8123;13,9068;14,3794;13,7843;13,6543;13,7044;13,3673;14,2372;0,803237;0,112289;0,47992;1,61558;
ttr-8;Q95Y93;TransThyretin-Related family domain;15,0837;14,6759;14,8656;14,7623;14,4409;14,485;14,2656;14,8591;1,14755;0,0487843;0,33419;2,18877;+
CELE_M04F3,4;Q95Y96;Uncharacterized protein;15,7372;15,4433;15,1343;14,6036;15,831;15,2812;15,7828;15,1535;0,421657;0,296261;-0,282542;-0,950109;
rpa-2;Q95Y97;Replication Protein A homolog;15,9315;15,6015;15,6304;15,6541;16,368;17,4315;16,6737;17,7954;2,15897;0,00564553;-1,36277;-4,02305;+
cas-1;Q95YA9;Adenylyl cyclase-associated protein;16,8072;16,6889;16,5995;16,5238;16,3608;16,8843;16,5346;16,5075;0,27072;0,446393;0,083046;0,656019;
acdh-9;Q95YB2;Acyl CoA DeHydrogenase;16,4087;16,3194;16,4332;16,2432;16,9208;17,0747;17,005;16,9377;4,54828;0;-0,633422;-11,3304;+
C52A10,2;Q95YC3;Carboxylic ester hydrolase;13,6485;13,761;13,4382;13,8149;12,197;11,0454;10,5891;11,4551;3,26112;0,00100459;2,34398;6,67346;+
C52A10,1;Q95YC4;Carboxylic ester hydrolase;14,2945;14,2672;14,3431;13,7777;14,5724;14,4892;14,2062;14,3735;0,768496;0,121794;-0,239727;-1,55727;
C45B2,1;Q95YC6;Uncharacterized protein;19,2352;19,0329;19,0583;19,1238;19,1034;18,9539;18,8676;18,7655;1,18214;0,0455402;0,189958;2,24664;+
C45B2,2;Q95YC7;Uncharacterized protein;17,971;17,7851;17,8319;17,7255;17,1809;15,2517;17,0643;15,2139;1,62456;0,0171426;1,65067;3,00879;+
gln-1;Q95YD1;GLutamiNe synthetase (Glutamate-ammonia ligase);14,8432;14,9182;14,888;14,5473;15,9344;15,391;14,0277;14,8995;0,262051;0,45686;-0,26395;-0,638139;
vha-16;Q95YD5;Vacuolar H ATPase;16,8085;16,9526;16,9405;16,8001;16,8888;17,5529;17,3029;17,1362;1,25339;0,0386058;-0,344777;-2,36636;+
idhg-2;Q95YD8;Isocitrate dehydrogenase [NAD] subunit, mitochondrial;16,6067;16,5119;16,4144;16,5422;16,3719;16,6698;16,5401;16,607;0,142603;0,641571;-0,0284057;-0,375639;
C07H6,2;Q95YE7;Uncharacterized protein;15,0417;14,3798;14,6641;14,5359;15,2566;13,7079;14,0038;15,0004;0,15573;0,616512;0,16316;0,406227;
cgh-1;Q95YF3;ATP-dependent RNA helicase cgh-1;18,2951;18,1579;18,2838;17,7488;18,9025;18,6278;18,2897;18,2528;1,02588;0,0641422;-0,396847;-1,98616;
ZK353,9;Q95ZI6;PITH domain-containing protein ZK353,9;14,9234;14,7591;14,8281;14,5744;15,0103;14,7222;14,7667;15,0122;0,446532;0,278394;-0,106605;-0,996108;
gly-5;Q95ZJ1;Polypeptide N-acetylgalactosaminyltransferase 5;14,5036;14,2386;14,681;14,6356;14,5025;14,0375;14,3428;14,561;0,448689;0,27688;0,153753;1,00007;
CELE_Y10G11A,1;Q95ZJ9;5'-nucleotidase;14,9007;15,0391;14,3972;13,3039;13,316;14,5608;13,1886;13,2141;0,813528;0,109455;0,84033;1,63281;
act-4;Q95ZL1;Actin-4;17,5162;17,3686;17,1398;16,2801;15,648;17,8522;17,1854;16,4034;0,220624;0,512373;0,303905;0,550749;
CELE_M01H9,3;Q95ZL3;Uncharacterized protein;17,0081;16,1454;16,5437;16,4235;14,8996;14,14;14,4886;14,4541;3,85262;0,00049635;2,03459;8,5504;+
nmt-1;Q95ZN7;Glycylpeptide N-tetradecanoyltransferase;11,0616;11,4954;10,7363;11,2307;13,6024;15,1594;14,3127;15,0171;3,8814;0,000507463;-3,3919;-8,65208;+
aak-2;Q95ZQ4;5'-AMP-activated protein kinase catalytic subunit alpha-2;15,0977;14,9641;15,0713;14,8258;14,8414;14,5902;14,6216;14,3461;1,77618;0,0118119;0,389898;3,28382;+
CELE_R186,7;Q95ZQ5;Uncharacterized protein;15,3238;15,144;15,1501;15,1128;15,2064;15,2628;15,3149;15,4821;0,88689;0,0905756;-0,133875;-1,75522;
CELE_K09G1,1;Q95ZR6;Uncharacterized protein;16,724;15,5353;15,5502;14,8391;13,2561;14,1267;14,0549;13,6426;2,29347;0,00417896;1,89207;4,3009;+
CELE_F56A8,3;Q95ZS5;Uncharacterized protein;16,2849;16,0686;16,287;16,1807;16,0955;16,5138;16,6432;16,5434;0,944087;0,0783915;-0,243676;-1,85032;
CELE_F45H11,5;Q95ZT5;Uncharacterized protein;15,9469;15,0843;15,0131;14,7259;15,0804;14,132;14,6859;14,7688;0,792938;0,115313;0,52578;1,59832;
CELE_F43H9,4;Q95ZT6;Uncharacterized protein;13,1544;13,0117;13,3827;13,1934;12,7934;12,7251;13,7353;14,048;0,156955;0,614206;-0,139904;-0,409057;
CELE_F08F8,7;Q95ZW2;Ribulose-phosphate 3-epimerase;16,4839;16,5593;16,5046;16,5482;16,1104;16,3088;16,0262;15,7663;2,21574;0,00488757;0,471093;4,13907;+
C50F4,16;Q95ZW9;Uncharacterized protein;14,3595;13,9378;14,0317;14,1132;13,4274;13,7183;13,5471;14,1458;1,16086;0,0477875;0,400892;2,21102;+
B0410,3;Q95ZZ5;Uncharacterized protein;12,0033;12,0992;11,6242;12,3585;7,73212;12,2391;10,8703;9,21761;1,04814;0,0609173;2,00651;2,02317;
gad-3;Q960A1;Probable aldehyde oxidase gad-3;13,9269;13,7625;14,1238;14,1523;13,354;13,4212;13,3512;14,0931;1,13111;0,0504613;0,436488;2,16133;
mak-2;Q965G5;MAP kinase-activated protein kinase mak-2;16,3583;16,232;16,4837;16,2263;15,8169;15,9893;15,3652;15,0415;1,86405;0,0100686;0,77185;3,44745;+
CELE_T24A6,20;Q965J1;Uncharacterized protein;13,3063;12,2157;12,592;12,2788;11,7479;12,4361;12,2315;11,9863;0,859672;0,0975372;0,497757;1,70988;
CELE_F53H1,1;"Q965K2;U4PEV8";Uncharacterized protein;13,737;13,058;13,2197;12,5739;13,1418;13,7184;13,9616;14,0812;0,925854;0,0823636;-0,578592;-1,82002;
dnc-3;Q965K5;DyNactin Complex component;15,8425;15,5579;15,5945;15,5563;15,6733;15,149;15,4076;15,661;0,539446;0,217181;0,165063;1,16358;
C07G3,10;Q965N0;Uncharacterized protein;11,0635;10,5118;10,6208;10,6478;9,91911;9,66311;9,93028;9,83879;3,1723;0,00108108;0,873157;6,4233;+
BE0003N10,1;Q965N3;Uncharacterized protein;13,381;13,0292;13,3945;13,8529;13,4821;13,2453;12,3096;12,5995;0,777592;0,119404;0,505285;1,57256;
chin-1;Q965N4;CHImaeriN (Rac-GTPase-activating protein) homolog;14,261;13,3606;14,1192;12,8779;13,7839;13,3323;11,8055;12,8462;0,636016;0,170405;0,712717;1,33208;
CELE_Y46E12BL,2;Q965N8;Uncharacterized protein;13,1986;13,1873;13,1238;13,2541;14,9447;14,648;14,5525;15,2342;4,37276;0;-1,65393;-10,5612;+
cht-4;Q965P2;CHiTinase;14,2907;14,7392;15,1851;14,5789;13,5313;13,9605;13,8835;13,8295;2,28846;0,00417569;0,89728;4,29035;+
CELE_Y22D7AL,10;Q965Q1;Uncharacterized protein;19,6688;19,4834;19,2152;19,3911;18,9851;19,4582;19,4457;19,0455;0,619412;0,177169;0,205988;1,30342;
sqv-6;Q965Q8;Xylosyltransferase sqv-6;12,8031;11,475;12,6219;12,0294;11,0668;11,3965;12,134;11,1501;1,06702;0,058016;0,795534;2,05456;
CELE_Y50D4C,3;Q965Q9;Uncharacterized protein;12,7713;11,6408;12,4256;11,5696;11,3474;11,7035;12,3019;12,0304;0,297347;0,413526;0,256015;0,710158;
CELE_Y97E10AR,6;Q965R9;Uncharacterized protein;15,274;14,837;14,8758;14,7504;14,3479;14,3736;14,2362;14,4552;2,45951;0,00300088;0,58108;4,65892;+
rpb-9;Q965S0;DNA-directed RNA polymerase subunit;14,1893;14,6209;14,6489;15,4935;13,2634;13,6997;13,6754;13,068;2,23235;0,00475562;1,3115;4,17335;+
abhd-12;Q965S2;ABHydrolase Domain containing homolog;16,9817;14,9566;15,7158;15,8069;15,5718;16,5436;16,16;16,5762;0,305148;0,405404;-0,347644;-0,725808;
natb-1;Q965S3;N-terminal AceTyltransferase B (NatB) complex, catalytic subunit, homolog;12,3872;11,5582;11,9041;12,1144;13,5476;12,9876;13,3788;13,3239;3,11264;0,00136546;-1,31848;-6,25944;+
eif-3,I;Q965S8;Eukaryotic translation initiation factor 3 subunit I;16,0039;15,6988;15,749;15,5763;16,2444;16,2297;16,2865;16,2643;2,81913;0,00189404;-0,4992;-5,49878;+
CELE_Y54F10AR,1;Q965T2;Uncharacterized protein;15,3499;15,3197;15,1292;15,1348;15,8666;15,7302;15,7783;15,7288;3,71471;0,000437768;-0,542622;-8,07731;+
taco-1;Q965T4;Translational Activator of Cytochrome c Oxidase;14,9764;14,7492;14,9071;14,4743;15,3007;15,592;15,5119;15,5266;2,82426;0,00189823;-0,706075;-5,51145;+
xpo-2;Q965V4;EXPOrtin (Nuclear export receptor);14,6747;14,6418;14,6039;14,849;15,1336;15,0545;14,8343;15,0378;2,07582;0,00649149;-0,322682;-3,85633;+
ubh-3;Q965V9;Ubiquitin carboxyl-terminal hydrolase;13,8924;15,4764;14,5275;14,1544;15,4828;15,6789;15,7733;15,0767;1,39616;0,0275826;-0,990223;-2,60919;+
comt-3;Q965W3;Catechol-O-MethylTransferase family;16,4405;16,603;16,7004;16,5549;15,7536;15,8864;16,6419;16,0233;1,30088;0,0341961;0,498387;2,44666;+
comt-4;Q965W4;Catechol-O-MethylTransferase family;16,0558;15,6407;15,9069;15,7363;13,6956;14,1284;13,6178;13,7595;5,07434;0;2,0346;13,9586;+
nape-2;Q965X9;N-Acyl Phosphatidyl Ethanolamine specific phospholipase D (NAPE-PLD) homolog;11,6371;11,5183;11,9059;12,5606;13,599;12,9713;13,2735;13,7407;2,67336;0,00216751;-1,49065;-5,14699;+
map-1;Q965Y1;Methionine aminopeptidase;15,3194;15,706;15,2547;15,3493;15,5815;15,5811;15,6823;15,4895;0,805238;0,111936;-0,176242;-1,61893;
CELE_ZK105,1;Q965Z4;Uncharacterized protein;13,9254;13,7723;13,9395;13,4521;13,0327;12,6405;13,2935;13,1013;2,2679;0,00429814;0,755342;4,24726;+
"CELE_Y58A7A,4;CELE_Y58A7A,3";"Q966A5;Q966A6";Uncharacterized protein;10,005;14,0191;12,6276;12,7013;13,9121;13,2468;13,3015;13,7284;0,682442;0,151791;-1,20896;-1,41162;
rpl-7A;Q966C6;60S ribosomal protein L7a;20,6003;20,4467;20,5913;20,3503;21,1661;21,4803;21,2385;21,0152;3,15429;0,00106145;-0,727855;-6,37349;+
tald-1;Q966C7;Transaldolase;17,9888;17,9465;18,0446;17,8777;17,9944;18,5056;18,3437;18,296;1,53596;0,0208498;-0,32052;-2,85187;+
CELE_Y104H12D,3;Q966E7;Uncharacterized protein;15,2631;14,7395;15,0492;14,8464;14,2135;14,1847;14,0865;13,8567;3,12725;0,00112195;0,889217;6,29927;+
CELE_T13G4,4;Q966F6;Uncharacterized protein;11,7332;12,5095;12,7007;10,7401;12,8603;11,2928;12,1414;12,573;0,209723;0,527597;-0,296042;-0,527172;
CELE_K08D12,3;Q966I7;Uncharacterized protein;16,6089;16,3625;16,5121;16,0044;17,3728;14,8482;14,9258;16,0116;0,428023;0,291814;0,582425;0,961935;
pbs-1;Q966I8;Proteasome subunit beta type;17,2042;17,088;16,9186;17,493;16,928;17,2579;17,0966;17,1408;0,199635;0,542501;0,0701294;0,50512;
CELE_F41B4,1;Q966J6;Uncharacterized protein;15,429;15,3511;15,6962;15,0185;14,3607;13,9694;14,2539;14,3812;3,27427;0,00101548;1,1324;6,71113;+
poml-2;Q966L1;PON (Paraoxonase) and MEC-6 Like;14,9165;14,2987;14,1902;13,7956;13,9463;13,5739;14,4286;14,2556;0,360554;0,347399;0,24912;0,834498;
CELE_E01A2,5;Q966L4;Diphthine--ammonia ligase;13,3014;12,164;12,0355;12,0718;11,5129;10,856;11,5797;11,7156;1,46071;0,0245484;0,977157;2,72056;+
E01A2,2;Q966L5;Serrate RNA effector molecule homolog;15,2621;14,6882;14,8276;14,678;14,7318;14,7609;14,5763;14,9664;0,273609;0,442559;0,10509;0,661952;
glh-2;Q966L9;ATP-dependent RNA helicase glh-2;14,4164;13,9757;14,4702;13,9092;13,4083;13,2723;12,4305;13,3845;2,09284;0,00615491;1,06899;3,89014;+
dbr-1;Q966M6;Lariat debranching enzyme;13,7485;13,3883;13,7933;13,1541;13,8889;13,9929;13,7579;13,9477;1,23831;0,0400146;-0,375845;-2,34095;+
C36B7,6;Q966P8;Uncharacterized protein;14,9225;14,3909;14,3188;14,8083;13,8034;14,1367;14,2869;14,1451;1,53316;0,0209529;0,517107;2,84696;+
eif-1;Q967F1;Eukaryotic Initiation Factor;15,7269;15,2957;15,2536;14,8976;15,7895;14,9274;14,9299;14,902;0,227788;0,502358;0,156235;0,566104;
hmr-1;Q967F4;Cadherin-related hmr-1;14,6548;14,0373;14,2156;13,8104;13,6992;13,809;13,7903;13,73;1,23674;0,0401021;0,422408;2,33832;+
xrn-1;Q9BHK7;5'-3' exoribonuclease 1;13,4898;13,4532;13,1013;13,4667;15,5117;13,9554;15,3117;14,3064;1,93064;0,00900925;-1,39354;-3,5737;+
CELE_Y66D12A,13;Q9BI47;Uncharacterized protein;12,1919;12,9051;12,3836;12,4758;11,8066;11,6207;11,2822;11,8501;2,28235;0,00425958;0,849244;4,27753;+
epn-1;"Q9BI71;Q9BI72";EPsiN (Endocytic protein) homolog;15,7074;15,7605;15,2757;15,2062;14,862;15,0447;15,0758;15,1288;1,60338;0,0178222;0,459625;2,97104;+
ska-3;Q9BI86;Spindle and Kinetochore-Associated protein homolog;10,9938;10,6486;10,7501;10,6685;12,3186;13,0482;13,2694;12,3569;3,63197;0,000408818;-1,98303;-7,80442;+
F46B6,12;Q9BI88;UPF0587 protein F46B6,12;14,7392;14,8694;14,5666;14,6882;14,1786;14,6117;14,5416;14,6476;0,897463;0,0882116;0,22091;1,77281;
sand-1;Q9BI89;SAND endocytosis protein family;13,6573;13,0646;13,44;11,9317;13,3875;12,0368;13,3806;13,4753;0,0310722;0,904282;-0,0466387;-0,0903456;
B0464,9;Q9BIB3;Probable protein phosphatase methylesterase 1;12,954;13,2399;13,0142;12,7072;14,117;12,7846;13,0622;14,589;0,730967;0,134034;-0,659357;-1,49399;
hrpf-1;Q9BIB7;HnRNP F homolog;16,0265;15,8604;15,9544;15,9627;15,9854;15,65;15,6259;15,6422;1,28297;0,0358056;0,22511;2,41633;+
imb-1;Q9BIB8;IMportin Beta family;15,669;14,8591;14,6212;14,8176;15,5142;15,2058;15,3331;15,6132;0,857909;0,0980369;-0,424842;-1,70694;
ech-1,2;"Q9BIC3;Q9GYT0";Enoyl-CoA Hydratase;18,3718;18,0897;18,0751;17,9341;18,0058;17,709;17,7102;17,9123;1,27249;0,0366139;0,283332;2,3986;+
spp-15;Q9BIC4;SaPosin-like Protein family;14,2887;15,0913;14,0796;14,4636;11,5389;12,9508;13,9416;13,4185;1,45513;0,0249042;1,51832;2,7109;+
C49A9,9;Q9BKP7;Uncharacterized protein;13,8375;13,8362;13,2611;13,7969;13,5669;14,0542;13,9062;14,0927;0,560684;0,205381;-0,222025;-1,20105;
C17F4,7;Q9BKP8;Uncharacterized protein;17,2751;17,2812;17,1553;17,3177;17,8419;17,4611;17,6811;17,9142;2,33502;0,00379355;-0,46724;-4,38887;+
CELE_Y37B11A,3;Q9BKQ2;Uncharacterized protein;11,9906;12,3914;12,2816;12,9052;14,542;14,199;14,5274;14,8383;4,0404;0,000274286;-2,13446;-9,23314;+
rep-1;Q9BKQ5;Rab GDP dissociation inhibitor;12,8722;13,1626;12,5583;13,1734;9,09406;12,183;11,4339;6,58552;1,30278;0,0341318;3,11751;2,44988;+
CELE_Y67D2,7;Q9BKQ7;Uncharacterized protein;14,2729;14,0843;14,3523;14,1687;13,8333;14,1889;14,5234;13,9055;0,261635;0,457551;0,10677;0,637276;
cisd-3,2;Q9BKQ9;CDGSH Iron Sulfur Domain protein homolog;17,8721;17,3292;17,3395;17,6945;16,993;16,7031;16,7757;16,7525;2,63139;0,00220352;0,752726;5,04865;+
Y67D2,5;Q9BKR0;N-acetyltransferase 9-like protein;10,866;10,6664;10,7902;10,6937;13,566;12,9518;13,0828;14,2294;4,0402;0,000273504;-2,70342;-9,2324;+
ttc-37;Q9BKR2;TeTratriCopeptide repeat domain protein related;13,9495;12,9952;12,8433;12,7987;13,3757;12,9431;12,693;13,2266;0,10325;0,722299;0,0871198;0,280648;
