Genes;ProteinAccessions;ProteinDescriptions;log2 daf2_d1_01;log2 daf2_d1_02;log2 daf2_d1_03;log2 daf2_d1_04;log2 eat2_d1_01;log2 eat2_d1_02;log2 eat2_d1_03;log2 eat2_d1_04; -Log.p.value;Student's T-test q-value daf2_d1_eat2_d1;log2FC;Student's T-test Test statistic daf2_d1_eat2_d1;Sign p-val: 0.05 
nkb-1;Q93235;Sodium/potassium-transporting ATPase subunit beta-1;17,3452;16,8108;16,7801;16,9481;16,8081;16,5948;16,7587;16,7583;0,881531;0,103672;0,241052;1,7463;
C17G1,2;Q93240;Uncharacterized protein;15,2166;15,3335;15,0339;15,0886;13,6629;13,7359;13,6696;13,3532;5,14628;0;1,56273;14,3597;+
ugt-23;Q93242;UDP-glucuronosyltransferase;16,1691;16,0827;15,9853;16,2081;15,9372;15,7708;15,7174;16,0491;1,43158;0,0292926;0,242705;2,67015;+
nas-37;Q93243;Zinc metalloproteinase nas-37;14,5581;14,7198;14,6962;14,9308;14,8507;14,7386;14,7711;14,2978;0,162282;0,630386;0,0616629;0,421309;
cysl-1;Q93244;Cysteine synthase 1;17,4713;17,442;17,4787;17,0544;17,1348;17,2468;17,241;17,3028;0,560102;0,226894;0,130232;1,20002;
cab-1;Q93249;Protein cab-1;14,7445;14,8687;15,1151;14,9004;13,3384;14,0269;13,8734;13,1909;3,01438;0,00140836;1,29977;5,99658;+
C23H4,3;Q93254;Uncharacterized protein;11,0585;11,0404;11,5415;10,8329;10,8715;11,3508;10,9836;11,1245;0,0701082;0,819077;0,0357463;0,196205;
cytb-5,1;Q93315;YTochrome B;16,2529;15,2072;15,3841;15,2256;15,181;15,8132;15,0431;15,4;0,209683;0,553897;0,158095;0,527085;
rpb-3;Q93338;RNA Polymerase II (B) subunit;13,4515;13,3842;13,4202;13,8356;13,4429;13,5278;14,0347;13,572;0,300707;0,437151;-0,121473;-0,716911;
prp-4;Q93339;Yeast PRP (Splicing factor) related;14,4276;14,5174;14,0589;14,188;14,6158;14,1731;14,3039;14,0723;0,0142553;0,960467;0,00668979;0,0421996;
dhfr-1;Q93341;Putative dihydrofolate reductase;15,0148;14,1907;13,9425;14,527;12,1026;14,1386;13,4756;13,5194;1,19758;0,0504842;1,10973;2,27251;
idhb-1;Q93353;Probable isocitrate dehydrogenase [NAD] subunit beta, mitochondrial;17,1343;17,1299;16,95;16,8865;17,5725;17,5095;17,3032;17,3938;2,53183;0,00298836;-0,419572;-4,82042;+
gsr-1;Q93379;Glutathione reductase, mitochondrial;18,2019;18,0043;17,7662;17,7155;17,9043;18,0702;17,8674;18,0282;0,141042;0,667361;-0,0455909;-0,371969;
C46F11,4;Q93382;Uncharacterized protein;13,3352;12,3021;11,721;12,808;12,0787;11,5977;12,464;12,1576;0,560212;0,22691;0,467085;1,20022;
D2005,3;Q93408;Uncharacterized protein D2005,3;16,7344;16,1041;16,0973;15,8341;16,4198;15,9258;16,1497;16,4367;0,0634663;0,835538;-0,0405149;-0,17872;
CELE_D2005,4;Q93410;Uncharacterized protein;12,6509;11,7828;11,9985;11,8593;12,4985;11,4975;10,8368;10,5177;0,753197;0,142574;0,735234;1,53152;
drh-3;Q93413;Dicer Related Helicase;11,676;11,9221;10,8054;12,0697;13,3976;13,0247;12,2084;12,9741;1,83947;0,0126839;-1,28294;-3,40133;+
mrps-5;Q93425;Putative 28S ribosomal protein S5, mitochondrial;14,2735;14,2545;14,569;14,6116;15,1123;14,9642;15,101;15,3514;2,88974;0,00170274;-0,705063;-5,67515;+
rae-1;Q93454;mRNA export factor rae-1;15,9817;14,6926;15,0475;13,9463;15,1785;14,2762;14,6069;14,9957;0,121821;0,704947;0,152712;0,326125;
nubp-1;Q93459;Cytosolic Fe-S cluster assembly factor NUBP1 homolog;16,6177;16,8788;16,8316;16,1061;15,7353;15,7804;15,81;16,1751;1,94413;0,00964803;0,733357;3,59953;+
romo-1;Q93511;(Reactive Oxygen species MOdulator) homolog;15,0014;14,9358;15,0359;14,7825;15,8553;14,8247;15,4129;14,9753;0,659613;0,177467;-0,32816;-1,3726;
CELE_F15D4,5;Q93513;Uncharacterized protein;11,0603;10,4928;10,6909;10,8025;10,5846;10,3292;10,3912;10,577;1,12787;0,0583615;0,291112;2,15592;
CELE_F20D1,3;Q93535;Uncharacterized protein;15,9555;15,6765;15,4061;15,3707;15,4211;14,9794;14,9552;15,7232;0,702795;0,160135;0,332475;1,44626;
CELE_F20D1,9;Q93540;Uncharacterized protein;15,9357;15,8005;15,6998;15,6686;15,5202;15,4654;15,673;15,2482;1,5124;0,0243646;0,299467;2,81058;+
CELE_F20G2,2;Q93545;Uncharacterized protein;17,0343;16,84;16,9119;16,8468;16,814;16,5485;16,6912;16,9611;0,773143;0,136471;0,154552;1,56508;
CELE_F20G2,3;Q93546;Uncharacterized protein;18,2125;16,4317;16,6758;15,3714;14,4963;14,0302;17,0274;15,3203;0,822932;0,119739;1,45428;1,64854;
cup-2;Q93561;Derlin-1;15,0829;14,9081;15,4421;15,0847;15,8096;15,4423;15,6383;15,5195;1,85708;0,012157;-0,472975;-3,43434;+
tli-1;Q93565;ToLlIp homolog;15,0936;14,7053;14,9195;14,4933;14,5045;14,0911;14,384;13,9436;1,68578;0,0176454;0,572125;3,11879;+
CELE_F25H2,4;Q93568;Uncharacterized protein;16,3052;15,6122;15,7119;15,6298;14,523;15,3634;15,3287;14,9992;1,60896;0,0203927;0,761195;2,98096;+
rpa-0;Q93572;60S acidic ribosomal protein P0;21,0398;21,1243;21,1366;21,0933;20,9456;21,2053;20,995;21,0929;0,259227;0,484688;0,0387621;0,632284;
tct-1;Q93573;Translationally-controlled tumor protein homolog;19,8513;19,5351;19,7707;18,8091;19,6587;19,8294;19,5169;19,7067;0,321401;0,414253;-0,186347;-0,758124;
ndk-1;Q93576;Nucleoside diphosphate kinase;19,937;20,0889;19,9075;19,8482;20,3092;20,2126;20,2512;20,1272;2,32825;0,00441697;-0,279632;-4,37447;+
F26A3,7;Q93591;Uncharacterized protein F26A3,7;14,3828;14,606;14,5041;13,3827;13,1089;13,0588;13,4542;14,1161;1,09604;0,0633333;0,78434;2,10285;
ncbp-2;Q93594;Nuclear cap-binding protein subunit 2;14,9951;14,9749;14,916;15,5157;15,2522;15,0462;15,1892;15,332;0,28607;0,453791;-0,10446;-0,68737;
CELE_F26A3,1;Q93595;Uncharacterized protein;11,1545;11,9121;12,7581;12,794;13,2211;12,8921;11,9258;13,4581;0,672718;0,172309;-0,719602;-1,39502;
F27D4,1;Q93615;Probable electron transfer flavoprotein subunit alpha, mitochondrial;20,7107;20,6163;20,67;20,604;19,6406;20,3809;20,116;19,9303;2,15446;0,00637206;0,633345;4,01392;+
F27D4,4;Q93618;Zinc finger CCCH domain-containing protein 15 homolog;16,0194;16,0263;16,0923;15,8473;16,278;15,6771;15,9577;16,047;0,0159833;0,956753;0,00636506;0,0472257;
bckd-1b;Q93619;Branched Chain Keto acid Dehydrogenase e1 (E1) subunit;16,1958;15,5145;15,2126;15,391;16,428;15,6984;15,8847;16,2347;0,902935;0,0983255;-0,48299;-1,78192;
hpo-34;Q93637;Uncharacterized protein;17,5511;17,3807;17,435;17,1879;17,1152;17,2007;17,0606;17,3186;1,20021;0,0502909;0,214863;2,27693;
sac-1;Q93641;SAC1 PIP phosphatase (Yeast Suppressor of ACtin) homolog;14,5219;14,0842;13,7358;13,542;14,1779;14,3046;14,0367;14,6592;0,605042;0,203351;-0,323602;-1,27853;
gst-24;Q93694;Glutathione S-Transferase;17,0882;16,9175;17,0389;16,9036;19,3467;19,2523;19,16;19,4816;6,88244;0;-2,32314;-28,2183;+
gst-15;Q93697;Glutathione S-Transferase;13,135;13,1038;12,747;12,4876;12,6409;14,5538;13,0042;12,5856;0,278973;0,461804;-0,32778;-0,672923;
gst-16;Q93698;Glutathione S-Transferase;13,6152;12,9919;13,3286;12,9498;12,1837;12,5815;11,7803;12,2223;2,40814;0,00372066;1,02941;4,54629;+
tatn-1;Q93703;Tyrosine AminoTraNsferase;12,3188;11,8231;12,0518;12,5908;14,4443;12,3338;13,7303;12,6257;1,09528;0,0633806;-1,08739;-2,10159;
mfap-1;Q93712;Microfibrillar-associated protein 1;12,9474;12,9977;12,4289;12,695;11,4723;13,1242;11,8081;12,2133;0,800934;0,126551;0,612757;1,61172;
idha-1;Q93714;Probable isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial;18,9801;18,84;18,9805;18,599;18,6293;18,9228;18,9435;18,9823;0,0570265;0,850357;-0,0195551;-0,161571;
cfim-1;Q93716;Cleavage Factor IM (CFIm) homolog;15,03;15,1094;15,38;15,3121;15,2698;14,8194;14,5229;14,5073;1,14063;0,0566572;0,428027;2,17722;
ned-8;Q93725;NEDD8;16,8221;16,5731;17,0084;16,712;16,303;16,1659;15,8369;16,2758;2,38267;0,00399616;0,633507;4,49107;+
hpo-35;Q93726;Uncharacterized protein;12,7469;11,558;11,7305;11,6907;11,4493;12,1626;13,6804;12,4345;0,40886;0,330783;-0,50018;-0,926218;
scl-11;Q93746;SCP-Like extracellular protein;18,1826;18,1378;18,2473;18,1855;14,4375;14,1441;15,3379;14,7207;5,04456;0;3,52828;13,7957;+
swan-1;Q93758;Seven WD repeats, AN11 family;13,5678;14,07;13,8953;14,6066;14,4838;14,5784;17,109;14,4126;0,799612;0,1269;-1,111;-1,60951;
swan-2;Q93759;Seven WD repeats, AN11 family;10,4773;10,3833;10,6402;11,7038;12,3314;12,7883;12,4352;13,2991;2,65019;0,00265721;-1,91234;-5,09255;+
F53C11,3;Q93761;Uncharacterized oxidoreductase F53C11,3;16,4707;16,2589;16,2604;16,1034;15,8213;16,6393;15,9941;16,0401;0,329196;0,405785;0,149667;0,77349;
CELE_F53H4,2;Q93778;Uncharacterized protein;17,0861;16,822;16,4666;16,7326;16,6084;16,5246;16,7212;16,6314;0,537322;0,239021;0,155416;1,15981;
CELE_F54E4,3;Q93786;Uncharacterized protein;14,3694;13,1523;13,2964;14,2763;12,3422;12,2527;13,2384;12,6577;1,59563;0,0206474;1,15082;2,95726;+
lipl-1;Q93789;Lipase;14,6316;14,0204;14,2952;14,3596;12,9768;13,5406;13,3822;13,5011;2,79042;0,00197872;0,976517;5,42819;+
hpo-31;Q93795;Uncharacterized protein;13,427;12,8702;13,1957;12,8294;13,5896;13,6322;13,6938;13,2137;1,35198;0,0359906;-0,45174;-2,53356;+
nrf-5;Q93796;Nose resistant to fluoxetine protein 5;15,364;14,8592;14,9039;14,8907;14,3619;15,3605;14,9021;15,0156;0,150606;0,649948;0,0944247;0,394349;
ttr-31;Q93805;TransThyretin-Related family domain;13,988;14,6999;14,8114;14,6153;16,0184;14,7176;14,4952;15,7773;0,863823;0,108969;-0,723435;-1,7168;
CELE_F59C6,5;Q93831;Uncharacterized protein;19,0154;18,8935;18,9826;18,8221;18,0659;18,01;18,3037;18,0752;4,33403;0;0,814703;10,3981;+
acox-1,6;Q93839;Acyl-coenzyme A oxidase;12,8952;13,14;13,2545;13,2219;10,9352;12,9055;12,0284;11,3017;1,62943;0,0197138;1,33521;3,01748;+
acl-1;Q93841;Putative 1-acyl-sn-glycerol-3-phosphate acyltransferase acl-1;14,5082;14,2948;14,3333;14,8044;14,8683;15,1602;14,3611;15,1192;0,916165;0,0952426;-0,39205;-1,80392;
ent-2;Q93871;Equilibrative Nucleoside Transporter;15,6801;15,8675;15,8603;16,1594;16,1348;15,2772;16,4273;16,6158;0,297882;0,440603;-0,221965;-0,711234;
gas-1;Q93873;Probable NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial;17,7916;17,4606;17,2786;16,5109;17,0668;17,4719;17,3743;16,919;0,061866;0,839799;0,0524654;0,174476;
rab-14;Q93874;RAB family;14,7153;14,8321;14,3824;14,4989;14,1355;14,3557;14,0686;14,1837;1,91459;0,01042;0,421295;3,5431;+
erv-46;Q93878;Yeast ERV (ER to Golgi transport Vesicle protein) homolog;10,8766;10,6396;10,6768;10,7226;13,0598;12,5683;12,7567;12,8209;5,74784;0;-2,07253;-18,1734;+
srf-3;Q93890;UDP-galactose/UDP-N-acetylglucosamine transporter srf-3;13,7864;13,5908;13,6565;13,521;12,1455;13,8451;12,6261;13,4333;0,801393;0,126512;0,626188;1,61249;
mct-3;Q93896;MonoCarboxylate Transporter family;15,4759;15,4752;15,7655;15,2964;15,6961;15,9211;15,7341;15,8843;1,47034;0,0269995;-0,3057;-2,73728;+
prx-14;Q93930;PeRoXisome assembly factor;15,3171;15,0701;15,233;15,2029;15,6832;15,2166;15,1581;15,4241;0,601774;0,204428;-0,164745;-1,27285;
nuaf-3;Q93931;NADH:Ubiquinone oxidoreductase Assembly Factor;12,6227;12,8203;12,4938;13,0842;14,0099;13,8714;13,9511;14,1224;3,94316;0,00017931;-1,23344;-8,87384;+
sdz-27;Q93932;SKN-1 Dependent Zygotic transcript;13,3387;13,6088;13,8959;13,8707;14,5676;14,107;14,1202;14,7833;1,8196;0,0132272;-0,71602;-3,36426;+
CELE_R07H5,8;Q93934;Uncharacterized protein;18,3548;17,7581;17,8307;18,0668;18,2304;17,9482;18,3246;18,2658;0,558161;0,227617;-0,189648;-1,19661;
CELE_T01H8,2;Q93968;Uncharacterized protein;14,5174;14,3381;14,3765;14,0299;14,5797;13,5003;14,3234;14,33;0,203943;0,562606;0,132135;0,514565;
CELE_T08G11,1;Q94010;Uncharacterized protein;16,4836;16,3081;16,4758;16,0169;16,4672;16,4445;16,2645;16,5778;0,407868;0,331342;-0,117414;-0,924359;
CELE_T08G11,4;Q94013;Uncharacterized protein;13,4684;13,0485;13,6656;12,657;13,9572;13,6027;13,5634;14,0693;1,20237;0,0499105;-0,588264;-2,28055;+
T13F2,2;Q94045;Putative RNA polymerase II transcriptional coactivator;13,8826;14,9992;13,976;14,3388;15,115;13,9741;14,5015;14,8095;0,372095;0,362848;-0,300857;-0,856647;
cav-1;Q94051;Caveolin-1;16,8529;16,4031;16,9126;16,6561;15,477;14,7919;14,7338;14,6209;3,68993;0,000604396;1,80028;7,99475;+
msp-78;Q94053;Major sperm protein 78;17,0897;16,7679;16,8875;17,1516;17,5304;16,7714;16,7259;17,2611;0,178228;0,604664;-0,0980301;-0,457522;
agxt-1;Q94055;Serine--pyruvate aminotransferase;17,3493;17,1479;17,1584;16,9585;17,2754;16,717;16,7469;16,8384;0,855302;0,111033;0,259109;1,70259;
rab-10;Q94148;Ras-related protein Rab-10;16,2061;15,9928;16,0019;16,0539;16,2023;15,5871;15,9976;15,8691;0,495526;0,263996;0,14964;1,08519;
C10G8,4;Q94162;Uncharacterized protein;19,0453;18,7823;18,711;18,4692;15,8679;16,1038;17,2742;15,3662;3,07993;0,00109153;2,59892;6,17099;+
sup-36;Q94207;SUPpressor;15,0829;14,9696;15,0194;14,8079;14,2183;14,1916;14,1596;14,7234;2,35052;0,00430394;0,646743;4,42196;+
lec-11;Q94215;Galectin;13,0628;12,9793;13,4234;13,915;14,0732;12,9225;13,9619;14,2311;0,581572;0,215243;-0,452093;-1,23766;
dnj-11;Q94216;DNaJ domain (Prokaryotic heat shock protein);16,6001;14,3088;14,4616;14,7203;15,2306;15,2538;15,4897;15,5916;0,283859;0,455713;-0,36873;-0,682878;
odr-8;Q94218;Ufm1-specific protease;13,8783;13,7885;13,9248;14,0761;14,8604;14,2914;13,994;14,0508;0,942728;0,089509;-0,382213;-1,84806;
plp-1;Q94230;Pur alpha Like Protein;17,3046;17,2294;17,2168;16,9835;17,6779;17,4184;17,3978;17,6531;1,87359;0,0114063;-0,353205;-3,4654;+
hmg-5;Q94234;HMG;16,215;16,0057;16,0986;15,7313;16,1886;15,3218;15,5224;15,934;0,57335;0,219788;0,27093;1,22328;
sec-22;Q94241;Yeast SEC homolog;14,3431;14,0436;14,1879;14,3654;14,4707;14,4846;14,2403;14,5143;1,0128;0,0761744;-0,192502;-1,96444;
gfi-1;Q94246;GEI-4 (Four) Interacting protein;19,5205;19,6885;19,5722;19,5898;18,6444;19,3221;20,119;19,1863;0,393048;0,343414;0,27479;0,896474;
CELE_K04A8,1;Q94259;Uncharacterized protein;12,9924;12,9577;12,6917;13,4989;13,4858;13,3952;13,4291;13,3916;1,21183;0,0488827;-0,390228;-2,29642;+
cif-1;Q94261;COP9/Signalosome and eIF3 complex-shared subunit 1;16,5993;16,5182;16,5453;16,4535;16,5772;16,7659;16,7485;16,5721;1,18255;0,0521079;-0,13686;-2,24731;
miro-1;Q94263;Mitochondrial Rho GTPase 1;14,0695;13,3068;13,2149;12,7383;13,6017;14,4305;14,373;13,9631;1,1874;0,0515924;-0,759672;-2,25544;
CELE_K10C2,1;Q94269;Carboxypeptidase;16,6207;16,683;16,7603;16,6657;16,8264;17,0792;16,7057;17,186;1,23163;0,0468961;-0,266888;-2,32971;+
asp-14;Q94271;ASpartyl Protease;16,9794;16,8191;16,4995;16,7381;15,5892;15,6462;16,0304;15,9253;3,22519;0,000834586;0,961273;6,57137;+
fah-1;Q94272;FumarylAcetoacetate Hydrolase;18,6297;18,4471;18,4809;18,2194;18,116;18,3721;18,0981;18,3094;1,0452;0,0702174;0,22037;2,01828;
rpl-11,1;Q94300;60S ribosomal protein L11-1;18,7132;18,7027;18,6925;18,0622;19,9833;19,941;19,5334;19,5591;3,03233;0,0012878;-1,21156;-6,04396;+
nduf-7;Q94360;Probable NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial;17,4936;17,3795;17,3811;17,2521;17,7542;17,9098;17,9311;18,2496;2,6457;0,0027609;-0,58461;-5,08203;+
gei-17;Q94361;E3 SUMO-protein ligase gei-17;12,1995;12,101;11,4298;11,9114;12,9964;13,0323;12,5834;12,9564;2,56888;0,00298795;-0,981744;-4,90454;+
CELE_ZK265,3;Q94401;Uncharacterized protein;10,8357;10,6065;10,7862;11,1833;17,1423;17,07;16,6978;17,3938;7,29915;0;-6,22303;-33,1417;+
ZK265,6;Q94402;Nucleolar protein 16;13,7931;14,2476;12,992;13,8021;14,8109;14,9127;14,7495;15,164;2,31002;0,00468978;-1,20055;-4,33581;+
CELE_ZK858,7;Q94416;Uncharacterized protein;12,7093;12,4588;12,8205;12,9095;12,4785;13,2669;13,3063;12,9638;0,618528;0,196649;-0,279362;-1,30189;
clec-91;Q94417;C-type lectin domain-containing protein 91;15,9656;15,2337;15,2783;15,3244;15,5667;15,2714;14,7163;15,4948;0,306082;0,430966;0,188218;0,727675;
rab-3;"Q94986;Q95QV3";"Ras-related protein Rab-3;RAB family";14,4075;14,3411;14,1507;14,3461;14,435;14,2664;13,8942;14,2307;0,358341;0,376893;0,104765;0,830232;
pas-4;Q95005;Proteasome subunit alpha type-7;19,048;18,8069;18,8786;18,7006;18,8651;19,2397;18,652;18,8755;0,13123;0,687361;-0,0495601;-0,348715;
pas-5;Q95008;Proteasome subunit alpha type-5;17,6503;17,5042;17,4524;17,3975;17,4584;17,2924;17,2052;17,3218;1,27602;0,0423964;0,181647;2,40457;+
ubc-9;Q95017;SUMO-conjugating enzyme UBC9;16,7792;16,7142;16,716;16,7267;16,5969;16,6383;16,5048;16,7926;0,810711;0,123352;0,100875;1,6281;
cps-6;Q95NM6;Endonuclease G, mitochondrial;15,0964;14,9986;14,8381;14,9374;15,6697;15,5384;15,251;15,1397;1,73726;0,0156271;-0,432095;-3,21238;+
ooc-5;Q95NU5;Torsin-like protein;12,8958;13,1293;12,9686;12,5663;14,6862;14,3759;13,64;15,4106;2,26865;0,0051469;-1,6382;-4,24883;+
tftc-3;Q95PV7;Transcription Factor ThreeC subunit (GTF3C homolog);10,9672;10,689;10,6881;10,7587;10,6451;9,16157;9,7919;10,6144;1,02862;0,0734035;0,722521;1,99072;
nck-1;Q95PW9;NCK (Non-Catalytic region of tyrosine Kinase) adaptor protein family;16,0681;15,7308;15,6552;15,9335;15,5372;15,394;15,2592;15,1083;2,13246;0,00673903;0,522243;3,9695;+
tcer-1;"Q95PX7;Q95PX8";TransCription Elongation Regulator homolog;15,9823;15,8065;15,7653;15,9262;15,4968;15,4804;15,1917;15,4923;2,62915;0,00287311;0,454762;5,04345;+
cpsf-3;Q95PY8;Cleavage and Polyadenylation Specificity Factor;12,7344;12,6986;13,0688;12,804;13,0444;12,8314;13,3706;13,6096;1,04829;0,0697459;-0,387565;-2,02341;
kdp-1;Q95PZ1;KASH (Klarsicht/ANC-1/Syne Homology) Domain Protein;17,2036;16,8585;16,7628;16,6004;16,1347;16,6062;15,9998;16,2716;1,7916;0,0138111;0,60329;3,3123;+
xpb-1;Q95PZ4;XPB (Xeroderma Pigmentosum complementation group B) related;13,22;13,36;12,8345;13,5651;13,9578;13,6109;13,9481;13,5742;1,52746;0,0235908;-0,527813;-2,83695;+
CELE_Y66D12A,19;Q95PZ6;Uncharacterized protein;13,056;12,3611;12,3639;13,6905;13,1754;12,4951;12,4851;12,6905;0,16913;0,620064;0,156361;0,436944;
CELE_Y66D12A,9;Q95PZ7;Uncharacterized protein;15,9159;15,7062;15,7207;15,8267;15,8915;16,5129;16,3178;16,7401;1,65938;0,0186165;-0,573225;-3,07117;+
mrps-7;Q95Q11;28S ribosomal protein S7, mitochondrial;14,9468;14,7927;15,1333;14,7352;15,137;14,4302;14,907;14,7895;0,197082;0,572451;0,0860603;0,499502;
let-49;Q95Q17;Mediator of RNA polymerase II transcription subunit 7;12,3229;12,4718;11,9493;12,4911;12,4833;11,4582;11,8274;12,2644;0,533113;0,241567;0,300472;1,15235;
Y53F4B,39;Q95Q18;Beta-lactamase-like protein 2 homolog;15,894;15,0444;15,7923;15,3781;15,872;15,5086;15,1847;15,6613;0,0420782;0,888574;-0,0294523;-0,120979;
riok-2;Q95Q34;Serine/threonine-protein kinase RIO2;12,9752;13,4703;12,3731;12,9327;12,9074;12,0926;12,3986;12,8502;0,598931;0,206074;0,375632;1,26791;
C37H5,13;Q95Q68;Uncharacterized protein;14,8189;14,8245;14,9079;14,8576;14,42;13,5705;14,2802;14,5048;1,66339;0,0184943;0,658362;3,0784;+
let-363;Q95Q95;Target of rapamycin homolog;12,7488;12,01;12,3328;12,3732;12,9083;12,3973;12,8376;13,5416;1,02342;0,0744867;-0,555003;-1,98209;
pat-12;Q95QA6;Protein pat-12;17,4006;17,2089;17,2101;17,1171;16,7644;16,9522;16,6999;16,9283;2,4511;0,00340281;0,397978;4,64035;+
CELE_T13H5,8;Q95QB1;Uncharacterized protein;13,6979;12,9632;13,0633;13,048;12,2084;13,8866;12,8924;13,5258;0,0562664;0,852357;0,0648124;0,159534;
CELE_R02F2,9;Q95QC2;Uncharacterized protein;15,6968;15,3645;15,3977;15,2916;15,9452;15,144;15,3543;15,4148;0,0490712;0,870954;-0,026947;-0,140109;
tmem-135;Q95QD1;Transmembrane protein 135 homolog;11,9798;12,0175;12,0169;12,226;9,37908;11,454;11,126;10,4081;1,71527;0,0164224;1,46828;3,17228;+
lin-54;Q95QD7;Protein lin-54;11,5612;12,2749;11,5964;12,6056;16,1412;16,1028;15,4214;17,3759;3,92944;0,000175084;-4,2508;-8,82417;+
exos-8;Q95QG7;EXOSome (Multiexonuclease complex) component;11,0392;10,741;10,7662;10,7631;12,3074;13,4611;9,1279;14,0612;0,607046;0,202692;-1,41203;-1,282;
fcp-1;Q95QG8;FCP1 (Yeast TFIIF-interacting CTD phosphatase subunit) homolog;16,6061;16,0569;16,77;16,8469;16,3921;17,1847;16,2851;15,3759;0,260074;0,483598;0,26054;0,634042;
CELE_F32H2,10;Q95QH1;Uncharacterized protein;11,9751;12,4185;11,9182;11,0842;14,8355;14,0717;14,1344;14,4913;3,59487;0,000693878;-2,53421;-7,68458;+
CELE_F32A5,8;Q95QH4;Uncharacterized protein;14,948;14,7861;14,7199;14,9785;14,5516;14,7935;14,4648;14,7805;1,05493;0,0688798;0,21048;2,03445;
CELE_F30F8,9;Q95QI1;Uncharacterized protein;14,6083;14,9224;14,568;14,3416;15,0696;14,6433;14,4424;14,9376;0,384268;0,350855;-0,16315;-0,879843;
CELE_F26F4,12;Q95QI6;Uncharacterized protein;14,344;14,2957;14,088;14,5497;15,1007;14,3444;14,4516;14,5906;0,777567;0,134895;-0,302475;-1,57252;
CELE_F13H8,11;Q95QL1;Uncharacterized protein;15,4562;15,3929;15,495;15,3581;13,0135;13,4656;12,9966;13,6256;4,94044;0;2,15022;13,2402;+
mrpl-13;Q95QL2;Mitochondrial Ribosomal Protein, Large;13,6905;12,946;12,796;13,0752;13,602;13,8714;13,8442;13,4722;1,39557;0,0320929;-0,570528;-2,60818;+
CELE_F11A10,7;Q95QL3;Uncharacterized protein;13,8041;13,939;13,7996;13,7601;14,2957;13,4957;13,9146;14,163;0,335234;0,399724;-0,141522;-0,785335;
CELE_F01F1,15;Q95QN1;Uncharacterized protein;15,7449;15,6055;15,2523;16,2732;14,9397;15,3766;15,3864;15,4219;0,925353;0,0932314;0,437818;1,81919;
ddx-23;Q95QN2;DEAD boX helicase homolog;14,0295;14,7148;13,6039;14,1441;15,016;14,5442;14,4741;14,6002;1,0733;0,0661809;-0,535545;-2,06501;
brap-2;Q95QN6;BRCA1-associated protein homolog 2;11,0654;10,6351;10,7049;10,5987;12,0763;11,2655;12,5594;12,0305;2,28203;0,00496699;-1,2319;-4,27686;+
atic-1;Q95QQ4;5-Aminoimidazole-4-carboxamide ribonucleotide formylTransferase/IMP Cyclohydrolase homolog;16,6363;16,4916;16,6237;16,5561;16,4636;15,9375;16,0333;16,0797;2,01048;0,00838316;0,44839;3,72783;+
C44B7,2;Q95QR5;Uncharacterized protein;14,0156;13,2631;13,8001;13,0411;14,3935;13,5223;13,3352;14,0974;0,403745;0,33428;-0,30714;-0,916624;
C35C5,8;Q95QS2;Uncharacterized protein;12,3926;12,0603;11,7291;11,2577;11,7123;11,8112;12,9375;11,6853;0,17791;0,604761;-0,176659;-0,456808;
mrps-26;Q95QS3;Mitochondrial Ribosomal Protein, Small;15,9865;15,5917;15,4855;15,3194;14,9283;15,2301;14,1187;15,129;1,37465;0,0339723;0,744223;2,57232;+
tag-321;Q95QS6;Uncharacterized protein;11,0342;10,6369;10,7316;10,7827;14,9699;13,1199;14,4191;14,6094;3,8258;0,000515337;-3,48322;-8,45656;+
C27F2,10;Q95QU0;PCI domain-containing protein 2 homolog;12,8739;11,4198;12,0295;13,8912;12,499;11,7777;11,2129;11,8028;0,573005;0,219874;0,730518;1,22267;
C27F2,9;Q95QU1;Uncharacterized protein;12,5584;12,3747;12,5729;12,6175;14,2202;13,9098;13,6202;13,8272;4,25136;0;-1,36349;-10,0574;+
tiar-1;"Q95QV7;Q95QV8";TIA-1/TIAL RNA binding protein homolog;15,5929;15,4297;15,7502;15,9862;16,5274;17,0142;16,0167;16,1796;1,60476;0,0204978;-0,744725;-2,97348;+
B0041,8;Q95R19;Uncharacterized protein;15,0088;14,3995;14,277;15,355;14,4038;14,6514;14,5155;15,1271;0,105036;0,739981;0,0856423;0,285076;
C13B7,6;Q95X12;Uncharacterized protein;13,8771;13,8239;13,7341;13,3406;14,2551;13,8273;13,8045;13,7648;0,623688;0,194282;-0,219012;-1,31081;
C35E7,11;Q95X36;Uncharacterized protein;11,267;13,3715;12,1862;13,0899;10,5738;9,90648;10,3643;10,5728;2,26146;0,0052432;2,12428;4,23383;+
mrpl-9;Q95X39;Mitochondrial Ribosomal Protein, Large;13,7476;14,0248;13,8988;14,1666;15,0308;14,4757;14,4106;14,5047;2,06171;0,00740471;-0,645962;-3,8284;+
vha-8;Q95X44;Vacuolar H ATPase;19,7084;20,4881;20,6125;19,826;19,3962;20,113;19,499;19,4905;0,971507;0,0844131;0,53408;1,89586;
rpoa-49;Q95X83;RNA POlymerase I (A) subunit;13,3156;13,07;13,5134;13,265;13,4961;13,3929;13,8355;13,5731;1,12937;0,0580602;-0,283387;-2,15841;
